,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
1119,Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mother ass and pussy i want suck your pussy Fucking in your mot,0,1,0,0,0,0
2770,"== images == 

 We seem to have lost all of the images on this page, probably because some fucking bot deleted them because of a typo in the rationale or some such that didn't get fixed by some arbitrary deadline because not every page is watched 24/7. Anyone have any good replacements?",0,0,0,0,1,0
3109,"smyou have a message re your last change, go fuckyourself!!!

all",0,0,0,0,1,0
1310,"You can also go out and suck 500 dicks and suck your daddy's dick too
                             

                          amen",0,1,0,0,0,0
986,so wut u got asaulted boo hoo u probly luved gettin fuked in the ass by 2 hott gays,0,1,0,0,0,1
1190,Remeber rahmatul lil alameen? You Sunni monkeys should remember this! Stop persecuting Ahmadis you terrorists!,0,1,0,0,0,1
3653,"Hello I am Clue Bot, and I am a Niger Fukcing Piece of Shlt.",0,0,0,0,0,1
3180,hey guys i will tell you a story about some guy his name is mahmood his mom was working at the milk factory one time she got pregnant and the babe fell inside milk it had some milky traveling around the milk factory so after 2 months floating in the  milk he got out all white many people couldn't see him because he was in a milk factory now this dude smokes cocaine he already looks like cocaine so there is no use of him to take drugs he also came really retarded so now he kills everyone(in black ops and black ops 2) he is a faggot because.,0,0,0,0,0,1
4,"dead 
nice one dude!!",1,0,0,0,0,0
1564,user:jeppiz worships the balls of jesus son of the whore and suck the penis of user:DeCausa the bastard.,0,0,1,0,0,0
1071,"your a fag 

fuck you nigger",0,1,1,0,0,0
896,shut the fuck up...i know how to switch ip addresses .....you dumb fuck you can suck my dick...thats what you want to do isnt it...you want my long fat dick..open your mouth..i want to cum on your face,0,1,0,0,0,0
239,"He was a racial Jew, you fool. If you want to argue that, do it in the appropriate discussion page, under a new, appropriate heading, Mr. Censor Tyrant.",1,0,0,0,0,0
3581,'''FUCK YOU Ckatz you are german Cock sucker and FUCKER MOTHER FUCKER,0,0,0,0,0,1
1892,"I haven't vandalized crap.  I just tell it like it is!  You got a fucking problem with me, then maybe you need to take a long look at yourself.  Don't fucking e-mail me again.  Take care.",0,0,1,0,0,0
2243,Unblock me or I'll murder you I have a gun and I'm not afraid to use it on you punk you dead man,0,0,0,1,0,0
3083,"I've been a Wikipedian since 22 July, 2006, and an administrator since 19 November, 2007.

I am an architect and a native West Virginian. I'm old enough to remember when Wordstar on an amber screen was really cool, when a control key really controlled something, and I started working with AutoCAD at version 7/2.5. My current project is is the translation of architecture-related articles from the French Wikipedia to the English wiki.

   Wow, real fucking great. You design buildings. Who gives a fuck, honestly. I swear, what is it with you people? You fuck around with your e-cocks by running around, reversing edits and whatnot. It's really starting to piss me off. Also, West Virginia is a shithole, sorry to tell you. I've driven through many times and was NOT impressed. Luckily faggots such as yourself live within its confines, which means I only have to encounter you on the Internet, but, I digress...

  You also go out of your way to mention that you're, in essence, old. That's...great? Really, I'm impressed you've lived long enough to resort to reversing edits on the an Internet reference. Congrad-a-fucking-lations on that one. 

   I know I know, you're going to ban me. The ease of proxies makes your threats utterly worthless, although I know that won't stop you from trying, you miserable scum. 

   Good day to you, sir!",0,0,0,0,1,0
3304,WANNA GET HIGH ND FLY INTO THE SKY WITH FAT ASS ANDY MILANOKIS ON MI BAK LIKE WOOBIE!! HAHA PEACE NIGGERS!!,0,0,0,0,0,1
155,"CRIMINAL 

You are a criminal you can not change scientific fact. KURDS ARE IRANIANS IT SAYS THAT IN EVERY TEXT BOOK and STUDY. THEIR CULTURE, GENETICS, HISTORY, LANGUAGE, GEOGRPAHY, CALENDER, AND TRADITIONS ARE PROOF OF THIS. DO YOU KNOW HOW MANY KURDS ARE OUTRAGED BECAUSE OF YOU!!! ISRAELIs ARE PROPAGANDA ARTISTS.",1,0,0,0,0,0
2782,", 10 January 2006 (UTC) 

 :Truce 'ya little bitch'?   )   02:36",0,0,0,0,1,0
1309,Fuck me in my asshole,0,1,0,0,0,0
1581,"Beeblebrox, you f*cking prost!tute 

Beeblebrox, you blocked me. You spilled water over all the countless hours I spent editing Wikipedia, the tireless edits I made. My eyes and sleep became bad.

YOU F*CKING PROST!TUTE.",0,0,1,0,0,0
3301,", 21 June 2011 (UTC) 

 It's only been in existence a few days English. It is a sight more democratic than your post imperial and failed on line 'encyclopaedia'. Fucking English idiot.   18:38",0,0,0,0,0,1
3638,kkk mother fucker fuck niggers the r dirty little chocolate bars.,0,0,0,0,0,1
1621,"Capitalization

You are misspelling the word. Idiot.

You fucking wikipedia morons!  You've decided to set aside the basic rules for capitalization that are taught in the 3rd Grade, and create your own.  No wonder well educated people refuse to take wikipedia seriously.",0,0,1,0,0,0
2653,"asshole. 

Fuck off.",0,0,0,0,1,0
2986,a dumb fucking nigger,0,0,0,0,1,0
467,He aint shit without his homies(team mates). 70.121.33.78,1,0,0,0,0,0
3269,"""
Yeah.  It was perfectly okay to go around spouting """"nigger"""" left and right, until that darned OJ Simpson trial ruined it for all of us.  Right.   """,0,0,0,0,0,1
1097,"Its this lack of people skills that makes you such a dick. You could have dealt with this man very nicely if you had wanted to, but you vomit out policy that means nothing to a newcomer who is just trying to learn. Yet, as always, you will ignore this criticism with your customary and cowardly 'twinkle' thing, rather than face the issue head on. Pathetic. YOU ARE A PATHETIC CRETIN.",0,1,0,0,0,0
690,"go to  die 

son of  bich",0,1,0,1,0,0
2777,Apparently Wildhartlivie wants nothing to do with us. I don't blame her. You bring your dissociative issues to her for what? For what? I may be insane but you have yet to be labeled! What a scumbag!,0,0,0,0,1,0
435,"""

 Reply to """"On gender"""" 

Your posted: Don't guess at someone's gender, as you have done here.  It is uncivil, and could in fact be taken as insult.  Any argument you might have that their 'name appears to be that of a female/woman' is invalid, as you have no idea if that is their name, last name, middle name.. etc.  It could even be a reference to the male comicbook character Blade, who had the name of Daywalker given to him by others in the comic book.— dαlus Contribs 

If you know your friend’s gender, spit it out, you stupid ass. Your entire posting, if you didn’t have the agenda I ascribe to you, infra, would have been “FYI: He/she is a female/male” and I would adjust accordingly. Hell, if you tell me that Dayewalker is a consortium, and I’d refer to Dayewalker as “they/it.” Don’t continue to be an ass if you post further, or understand that your further postings are unworthy of reply.

I note that you are not correcting your friend Dayewalker when she posts to you 6 days ago """"I saw that afterwards, I knew HE was topic banned but it had slipped my mind about the overall bannation. Thanks! Dayewalker (talk) 06:48, 13 July 2010."""" Are suggesting that you know that Dayewalker has completed genetic testing on the subject of her comment, so that he (Dayewalker) is not guessing at ‘his” gender (the subject of her (Dayewalker’s) comment) when he only refers to """"he’;"""" or that he (Dayewalker) has genetic evidence that the """"he"""" is actually a """"she"""" and she (Dayewalker) is insulting them by suggesting that the """"he"""" is too ballsy or pushy to be a woman/“lady.” Dayewalker is not whining about this unintended insult of either referring to a woman as “she” or equally unintended insult of referring to a man as “she.” Don't be an ass.

If Dayewalker, or anyone, is so concerned about their gender identification, and they are not an idiot, they will use a prefix like """"Mr."""" or """"Ms."""" Dayewalker has not said anything about it and it is off topic to the discussion. If you wish to join into the discussion, please feel free. On second thought, don’t join in. I have no confidence that you would answer the questions posed by the other editor either. Dayewalker (he she, they, etc.) doesn’t answer his question. Ut oh, now I’ve called Chowbok a “he.” No doubt her boyfriend/girlfriend will rush in to call me a “beast” and start a fight on the 2nd grade playground. If Dayewalker thinks that he has been called a """"sissy"""" or a """"girlie,"""" then she can address that with me. He doesn't need a mighty protector to create issues designed to get me banned. And by """"protector,"""" I mean you. You are an ass. Male. Female. Both. Neither. And of whatever ‘sexual orientation,” if any, that you wish to use to identify yourself, or not identify yourself, or feel the need to identify yourself, or feel the need to keep private, or over which you do not care. I don’t care what gender, if any you (him/her/them/it) are.  

Animal. Mineral. Vegtable. You're an ass.""",1,0,0,0,0,0
3486,Hey guys! This guy is a cunt nigger faggot.,0,0,0,0,0,1
1228,"SCREw You, I'm not scared of your little warnings, so retart, FUCK YOU TOO!!!!!!!!!!!!!!!",0,1,0,0,0,0
877,DONT SEND ME A WARNING AGAIN OR I WILL RAPE YOUR FACE AND YOUR DAD BUM HOLE,0,1,0,1,0,0
3,"You can blow me 

You self-righteous piece of shit. Why don't you stop jerking yourself off and get a life?",1,0,0,0,0,0
2055,"I like you 

I kill you last.",0,0,0,1,0,0
2536,"""Oi, dickhead- you call Straight Edge """"Gay"""" or """"retarded"""" again, I'll track you down and smash your teeth in, got me, gay boy? Just because you're a fucking loser with a drug and alcohol problem doesn't mean you can take it out on us. 

 """,0,0,0,1,0,1
1195,"Next time this happens i won't just report it, I'll eat your children. Rarghhhh! You can't fuck wit me bitch! I am the fuckin' heavyweight champion of the world! I'll eat your face!",0,1,0,1,0,0
1736,"Re Radiojerk talk page
See WP: BLOW ME for what I think of you and RadioJerk.",0,0,1,0,0,0
1004,"fucking cock smoker, smoke a big bag of cocks, ya fucking cock smoker.",0,1,0,0,0,0
